now,ticks,ratio,Tx,Rx,lost,lambda,K,rho,E[N],E[T],P_IDLE,P_LOSS
2017/01/18 22:36:58,600.000000,1.000000,149604.000000,149604.000,0.000000,250.000000,10.000000,0.500000,2.121375e-01,0.003001,0.852432,0.000000
2017/01/18 22:36:58,600.000000,1.000000,150621.000000,150621.000,0.000000,250.000000,10.000000,0.500000,2.161904e-01,0.003012,0.850019,0.000000
2017/01/18 22:36:58,600.000000,1.000000,150703.000000,150703.000,0.000000,250.000000,10.000000,0.500000,2.147213e-01,0.003001,0.850181,0.000000
2017/01/18 22:36:58,600.000000,1.000000,150018.000000,150018.000,0.000000,250.000000,10.000000,0.500000,2.131491e-01,0.003002,0.851632,0.000000
2017/01/18 22:36:58,600.000000,1.000000,150028.000000,150027.000,0.000000,250.000000,10.000000,0.500000,2.132095e-01,0.003000,0.851213,0.000000
2017/01/18 22:36:58,600.000000,1.000000,149894.000000,149894.000,0.000000,250.000000,10.000000,0.500000,2.150088e-01,0.003009,0.851147,0.000000
2017/01/18 22:36:58,600.000000,1.000000,150139.000000,150139.000,0.000000,250.000000,10.000000,0.500000,2.149966e-01,0.003007,0.850705,0.000000
2017/01/18 22:36:58,600.000000,1.000000,150237.000000,150237.000,0.000000,250.000000,10.000000,0.500000,2.137698e-01,0.002999,0.850778,0.000000
2017/01/18 22:36:58,600.000000,1.000000,149490.000000,149490.000,0.000000,250.000000,10.000000,0.500000,2.089084e-01,0.002983,0.853098,0.000000
2017/01/18 22:36:58,600.000000,1.000000,149659.000000,149655.000,0.000000,250.000000,10.000000,0.500000,2.108436e-01,0.002993,0.852776,0.000000
2017/01/18 22:36:58,600.000000,1.000000,180130.000000,180129.000,1.000000,300.000000,10.000000,0.600000,3.924487e-01,0.003515,0.765485,0.000006
2017/01/18 22:36:58,600.000000,1.000000,179244.000000,179240.000,4.000000,300.000000,10.000000,0.600000,3.761784e-01,0.003467,0.770981,0.000022
2017/01/18 22:36:58,600.000000,1.000000,179935.000000,179933.000,2.000000,300.000000,10.000000,0.600000,3.891056e-01,0.003507,0.767180,0.000011
2017/01/18 22:36:58,600.000000,1.000000,180031.000000,180029.000,1.000000,300.000000,10.000000,0.600000,3.839079e-01,0.003486,0.767948,0.000006
2017/01/18 22:36:58,600.000000,1.000000,180236.000000,180235.000,1.000000,300.000000,10.000000,0.600000,3.909771e-01,0.003512,0.765934,0.000006
2017/01/18 22:36:58,600.000000,1.000000,179939.000000,179939.000,0.000000,300.000000,10.000000,0.600000,3.847150e-01,0.003490,0.767289,0.000000
2017/01/18 22:36:58,600.000000,1.000000,180094.000000,180086.000,8.000000,300.000000,10.000000,0.600000,3.898232e-01,0.003506,0.767070,0.000044
2017/01/18 22:36:58,600.000000,1.000000,180450.000000,180447.000,0.000000,300.000000,10.000000,0.600000,3.844556e-01,0.003486,0.766864,0.000000
2017/01/18 22:36:58,600.000000,1.000000,179759.000000,179758.000,1.000000,300.000000,10.000000,0.600000,3.823510e-01,0.003483,0.768856,0.000006
2017/01/18 22:36:58,600.000000,1.000000,179776.000000,179776.000,0.000000,300.000000,10.000000,0.600000,3.814979e-01,0.003480,0.769420,0.000000
2017/01/18 22:36:58,600.000000,1.000000,210261.000000,210241.000,20.000000,350.000000,10.000000,0.700000,7.118950e-01,0.004310,0.650784,0.000095
2017/01/18 22:36:58,600.000000,1.000000,210143.000000,210095.000,48.000000,350.000000,10.000000,0.700000,7.218194e-01,0.004336,0.650466,0.000228
2017/01/18 22:36:58,600.000000,1.000000,209942.000000,209910.000,30.000000,350.000000,10.000000,0.700000,7.134147e-01,0.004313,0.652941,0.000143
2017/01/18 22:36:58,600.000000,1.000000,210113.000000,210072.000,41.000000,350.000000,10.000000,0.700000,7.209698e-01,0.004334,0.650475,0.000195
2017/01/18 22:36:58,600.000000,1.000000,209274.000000,209263.000,11.000000,350.000000,10.000000,0.700000,7.069357e-01,0.004301,0.654240,0.000053
2017/01/18 22:36:58,600.000000,1.000000,209795.000000,209768.000,27.000000,350.000000,10.000000,0.700000,7.183877e-01,0.004332,0.651220,0.000129
2017/01/18 22:36:58,600.000000,1.000000,210563.000000,210532.000,31.000000,350.000000,10.000000,0.700000,7.235280e-01,0.004339,0.648770,0.000147
2017/01/18 22:36:58,600.000000,1.000000,210091.000000,210028.000,63.000000,350.000000,10.000000,0.700000,7.225483e-01,0.004339,0.652538,0.000300
2017/01/18 22:36:58,600.000000,1.000000,210191.000000,210155.000,35.000000,350.000000,10.000000,0.700000,7.112567e-01,0.004306,0.650641,0.000167
2017/01/18 22:36:58,600.000000,1.000000,209791.000000,209757.000,34.000000,350.000000,10.000000,0.700000,7.132508e-01,0.004315,0.652030,0.000162
2017/01/18 22:36:58,600.000000,1.000000,239916.000000,239516.000,400.000000,400.000000,10.000000,0.800000,1.370206e+00,0.005781,0.500360,0.001667
2017/01/18 22:36:58,600.000000,1.000000,239707.000000,239355.000,346.000000,400.000000,10.000000,0.800000,1.369893e+00,0.005785,0.498885,0.001443
2017/01/18 22:36:58,600.000000,1.000000,240589.000000,240216.000,368.000000,400.000000,10.000000,0.800000,1.421088e+00,0.005903,0.492560,0.001530
2017/01/18 22:36:59,600.000000,1.000000,240151.000000,239759.000,384.000000,400.000000,10.000000,0.800000,1.406125e+00,0.005868,0.495339,0.001599
2017/01/18 22:36:59,600.000000,1.000000,239221.000000,238886.000,334.000000,400.000000,10.000000,0.800000,1.358420e+00,0.005763,0.500511,0.001396
2017/01/18 22:36:59,600.000000,1.000000,239515.000000,239154.000,358.000000,400.000000,10.000000,0.800000,1.367936e+00,0.005781,0.499616,0.001495
