now,time,ticks,Tx,Rx,lost,lambda,K,rho,E[N],E[T],P_IDLE,P_LOSS
2017/01/19 16:34:29,600.000000,1.000000,59780.000000,59780.000,0.000000,100.000000,-1.000000,0.200000,2.462570e-02,0.002247,0.979051,0.000000
2017/01/19 16:34:29,600.000000,1.000000,59856.000000,59856.000,0.000000,100.000000,-1.000000,0.200000,2.480919e-02,0.002249,0.978944,0.000000
2017/01/19 16:34:29,600.000000,1.000000,60086.000000,60086.000,0.000000,100.000000,-1.000000,0.200000,2.490675e-02,0.002249,0.978875,0.000000
2017/01/19 16:34:29,600.000000,1.000000,60201.000000,60201.000,0.000000,100.000000,-1.000000,0.200000,2.524643e-02,0.002252,0.978659,0.000000
2017/01/19 16:34:29,600.000000,1.000000,59886.000000,59886.000,0.000000,100.000000,-1.000000,0.200000,2.490602e-02,0.002250,0.978954,0.000000
2017/01/19 16:34:29,600.000000,1.000000,59802.000000,59802.000,0.000000,100.000000,-1.000000,0.200000,2.523074e-02,0.002253,0.978632,0.000000
2017/01/19 16:34:29,600.000000,1.000000,59905.000000,59905.000,0.000000,100.000000,-1.000000,0.200000,2.542749e-02,0.002255,0.978502,0.000000
2017/01/19 16:34:29,600.000000,1.000000,60780.000000,60780.000,0.000000,100.000000,-1.000000,0.200000,2.530851e-02,0.002250,0.978524,0.000000
2017/01/19 16:34:29,600.000000,1.000000,60394.000000,60394.000,0.000000,100.000000,-1.000000,0.200000,2.504264e-02,0.002249,0.978735,0.000000
2017/01/19 16:34:29,600.000000,1.000000,60073.000000,60073.000,0.000000,100.000000,-1.000000,0.200000,2.527729e-02,0.002252,0.978513,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89774.000000,89774.000,0.000000,150.000000,-1.000000,0.300000,6.494750e-02,0.002434,0.946414,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89454.000000,89454.000,0.000000,150.000000,-1.000000,0.300000,6.480120e-02,0.002435,0.946540,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89718.000000,89718.000,0.000000,150.000000,-1.000000,0.300000,6.354463e-02,0.002425,0.947276,0.000000
2017/01/19 16:34:29,600.000000,1.000000,90125.000000,90125.000,0.000000,150.000000,-1.000000,0.300000,6.446377e-02,0.002429,0.946390,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89689.000000,89689.000,0.000000,150.000000,-1.000000,0.300000,6.350975e-02,0.002425,0.947126,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89783.000000,89783.000,0.000000,150.000000,-1.000000,0.300000,6.294607e-02,0.002421,0.947475,0.000000
2017/01/19 16:34:29,600.000000,1.000000,90102.000000,90102.000,0.000000,150.000000,-1.000000,0.300000,6.433443e-02,0.002428,0.946484,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89304.000000,89304.000,0.000000,150.000000,-1.000000,0.300000,6.266475e-02,0.002421,0.947652,0.000000
2017/01/19 16:34:29,600.000000,1.000000,89913.000000,89913.000,0.000000,150.000000,-1.000000,0.300000,6.445320e-02,0.002430,0.946407,0.000000
2017/01/19 16:34:29,600.000000,1.000000,90033.000000,90033.000,0.000000,150.000000,-1.000000,0.300000,6.297034e-02,0.002420,0.947164,0.000000
2017/01/19 16:34:29,600.000000,1.000000,119996.000000,119996.000,0.000000,200.000000,-1.000000,0.400000,1.345289e-01,0.002673,0.896425,0.000000
2017/01/19 16:34:29,600.000000,1.000000,119801.000000,119801.000,0.000000,200.000000,-1.000000,0.400000,1.313526e-01,0.002658,0.897912,0.000000
2017/01/19 16:34:29,600.000000,1.000000,119898.000000,119898.000,0.000000,200.000000,-1.000000,0.400000,1.324379e-01,0.002663,0.897110,0.000000
2017/01/19 16:34:29,600.000000,1.000000,120005.000000,120005.000,0.000000,200.000000,-1.000000,0.400000,1.326138e-01,0.002663,0.897181,0.000000
2017/01/19 16:34:29,600.000000,1.000000,120014.000000,120014.000,0.000000,200.000000,-1.000000,0.400000,1.336377e-01,0.002668,0.896629,0.000000
