now,ticks,ratio,Tx,Rx,lost,lambda,K,rho,E[N],E[T],P_IDLE,P_LOSS
2017/01/18 22:33:39,600.000000,1.000000,60106.000000,60106.000,0.000000,100.000000,-1.000000,0.200000,2.275739e-02,0.002253,0.980858,0.000000
2017/01/18 22:33:39,600.000000,1.000000,59779.000000,59779.000,0.000000,100.000000,-1.000000,0.200000,2.241157e-02,0.002248,0.981140,0.000000
2017/01/18 22:33:39,600.000000,1.000000,60014.000000,60014.000,0.000000,100.000000,-1.000000,0.200000,2.321489e-02,0.002255,0.980572,0.000000
2017/01/18 22:33:39,600.000000,1.000000,59924.000000,59924.000,0.000000,100.000000,-1.000000,0.200000,2.234279e-02,0.002251,0.981335,0.000000
2017/01/18 22:33:39,600.000000,1.000000,59620.000000,59620.000,0.000000,100.000000,-1.000000,0.200000,2.195839e-02,0.002249,0.981528,0.000000
2017/01/18 22:33:39,600.000000,1.000000,59841.000000,59841.000,0.000000,100.000000,-1.000000,0.200000,2.275279e-02,0.002252,0.980867,0.000000
2017/01/18 22:33:39,600.000000,1.000000,60242.000000,60242.000,0.000000,100.000000,-1.000000,0.200000,2.283503e-02,0.002254,0.980850,0.000000
2017/01/18 22:33:39,600.000000,1.000000,59975.000000,59975.000,0.000000,100.000000,-1.000000,0.200000,2.208635e-02,0.002248,0.981345,0.000000
2017/01/18 22:33:39,600.000000,1.000000,60134.000000,60134.000,0.000000,100.000000,-1.000000,0.200000,2.244052e-02,0.002246,0.981041,0.000000
2017/01/18 22:33:39,600.000000,1.000000,60074.000000,60074.000,0.000000,100.000000,-1.000000,0.200000,2.262821e-02,0.002249,0.980915,0.000000
2017/01/18 22:33:39,600.000000,1.000000,89251.000000,89251.000,0.000000,150.000000,-1.000000,0.300000,5.456305e-02,0.002422,0.954677,0.000000
2017/01/18 22:33:40,600.000000,1.000000,90241.000000,90241.000,0.000000,150.000000,-1.000000,0.300000,5.603295e-02,0.002429,0.953689,0.000000
2017/01/18 22:33:40,600.000000,1.000000,89722.000000,89722.000,0.000000,150.000000,-1.000000,0.300000,5.538008e-02,0.002428,0.953955,0.000000
2017/01/18 22:33:40,600.000000,1.000000,90214.000000,90214.000,0.000000,150.000000,-1.000000,0.300000,5.664126e-02,0.002433,0.952793,0.000000
2017/01/18 22:33:40,600.000000,1.000000,90107.000000,90107.000,0.000000,150.000000,-1.000000,0.300000,5.590975e-02,0.002427,0.953661,0.000000
2017/01/18 22:33:40,600.000000,1.000000,89965.000000,89965.000,0.000000,150.000000,-1.000000,0.300000,5.663103e-02,0.002434,0.953124,0.000000
2017/01/18 22:33:40,600.000000,1.000000,89958.000000,89958.000,0.000000,150.000000,-1.000000,0.300000,5.657357e-02,0.002435,0.953253,0.000000
2017/01/18 22:33:40,600.000000,1.000000,89826.000000,89826.000,0.000000,150.000000,-1.000000,0.300000,5.581014e-02,0.002431,0.953783,0.000000
2017/01/18 22:33:40,600.000000,1.000000,90225.000000,90225.000,0.000000,150.000000,-1.000000,0.300000,5.672113e-02,0.002434,0.952997,0.000000
2017/01/18 22:33:40,600.000000,1.000000,90614.000000,90614.000,0.000000,150.000000,-1.000000,0.300000,5.620449e-02,0.002427,0.953482,0.000000
2017/01/18 22:33:40,600.000000,1.000000,120196.000000,120196.000,0.000000,200.000000,-1.000000,0.400000,1.156978e-01,0.002677,0.910812,0.000000
2017/01/18 22:33:40,600.000000,1.000000,120218.000000,120218.000,0.000000,200.000000,-1.000000,0.400000,1.143406e-01,0.002668,0.911525,0.000000
2017/01/18 22:33:40,600.000000,1.000000,119668.000000,119668.000,0.000000,200.000000,-1.000000,0.400000,1.143200e-01,0.002668,0.911492,0.000000
2017/01/18 22:33:40,600.000000,1.000000,119927.000000,119927.000,0.000000,200.000000,-1.000000,0.400000,1.148316e-01,0.002672,0.911544,0.000000
2017/01/18 22:33:40,600.000000,1.000000,120077.000000,120077.000,0.000000,200.000000,-1.000000,0.400000,1.157149e-01,0.002676,0.910433,0.000000
2017/01/18 22:33:40,600.000000,1.000000,120300.000000,120300.000,0.000000,200.000000,-1.000000,0.400000,1.151774e-01,0.002670,0.910727,0.000000
2017/01/18 22:33:40,600.000000,1.000000,119962.000000,119962.000,0.000000,200.000000,-1.000000,0.400000,1.144761e-01,0.002669,0.911306,0.000000
2017/01/18 22:33:40,600.000000,1.000000,119873.000000,119873.000,0.000000,200.000000,-1.000000,0.400000,1.142542e-01,0.002670,0.911314,0.000000
2017/01/18 22:33:40,600.000000,1.000000,120280.000000,120279.000,0.000000,200.000000,-1.000000,0.400000,1.176223e-01,0.002683,0.909759,0.000000
2017/01/18 22:33:40,600.000000,1.000000,120255.000000,120255.000,0.000000,200.000000,-1.000000,0.400000,1.137879e-01,0.002662,0.911293,0.000000
2017/01/18 22:33:40,600.000000,1.000000,149984.000000,149984.000,0.000000,250.000000,-1.000000,0.500000,2.134056e-01,0.003003,0.851634,0.000000
2017/01/18 22:33:40,600.000000,1.000000,149815.000000,149814.000,0.000000,250.000000,-1.000000,0.500000,2.096845e-01,0.002986,0.852292,0.000000
